29525	3122	0.02556920556920557
11535	3097	0.025364455364455363
29616	2540	0.020802620802620804
8438	2275	0.018632268632268634
25472	1945	0.01592956592956593
15622	1711	0.014013104013104013
2704	1655	0.013554463554463554
1220	1601	0.013112203112203112
15047	1556	0.012743652743652743
28236	1504	0.012317772317772318
3425	1493	0.012227682227682227
4488	1444	0.011826371826371826
11601	1429	0.011703521703521704
21363	1415	0.011588861588861589
18484	1383	0.011326781326781327
1301	1319	0.010802620802620802
16276	1311	0.010737100737100738
2320	1275	0.010442260442260442
7863	1241	0.010163800163800163
18357	1221	0.01
17890	1149	0.00941031941031941
5246	1128	0.009238329238329238
9515	1089	0.00891891891891892
19370	1089	0.00891891891891892
6603	1085	0.008886158886158886
23892	995	0.008149058149058148
26419	986	0.008075348075348075
25486	981	0.008034398034398035
891	913	0.007477477477477477
21547	905	0.007411957411957412
16878	893	0.0073136773136773135
134	887	0.007264537264537264
15799	879	0.007199017199017199
25819	870	0.007125307125307125
12305	867	0.007100737100737101
26189	839	0.006871416871416872
2914	829	0.006789516789516789
1612	816	0.006683046683046683
27756	804	0.006584766584766585
11412	767	0.0062817362817362814
3861	749	0.0061343161343161345
18509	723	0.005921375921375921
25617	713	0.00583947583947584
30629	682	0.005585585585585586
5270	676	0.0055364455364455365
7176	672	0.005503685503685503
14278	667	0.005462735462735463
3496	667	0.005462735462735463
11951	660	0.005405405405405406
11137	655	0.005364455364455364
686	647	0.005298935298935299
12121	646	0.005290745290745291
18826	644	0.005274365274365274
8501	625	0.005118755118755119
16378	623	0.0051023751023751025
18536	600	0.004914004914004914
20102	594	0.004864864864864865
23730	578	0.004733824733824734
14622	571	0.004676494676494677
29295	567	0.004643734643734644
18112	566	0.004635544635544635
3105	564	0.004619164619164619
10742	561	0.0045945945945945945
9217	556	0.004553644553644554
27718	545	0.004463554463554464
12722	535	0.004381654381654381
30502	527	0.004316134316134316
3284	521	0.004266994266994267
796	520	0.004258804258804259
26626	519	0.0042506142506142505
8976	517	0.004234234234234234
24151	509	0.004168714168714169
16397	505	0.004135954135954136
3650	505	0.004135954135954136
1843	492	0.00402948402948403
9880	490	0.0040131040131040135
323	485	0.003972153972153972
10220	483	0.003955773955773956
